#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2022-06-14T21:10:08 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ62a8f53d18970b	
#INFO	-out.max=unlimited	
#INFO	queryParameters=37	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/ApJS/244/21&tab:{J/ApJS/244/21/table3}&key:source=J/ApJS/244/21&HTTPPRM:&&-ref=VIZ62a8f53d18970b&-out.max=50&-out.form=HTML Table&-order=I&-oc.form=sexa&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJS/244/21/table3
#-order=I
#-out=KIC
#-out=Kpmag
#-out=Q
#-out=Teff
#-out=E_Teff
#-out=e_Teff
#-out=logg
#-out=E_logg
#-out=e_logg
#-out=Mass
#-out=E_Mass
#-out=e_Mass
#-out=Prot
#-out=E_Prot
#-out=Sph
#-out=E_Sph
#-out=Fl1
#-out=DMK
#-out=Fl2
#-out=Fl3
#-out=Fl4
#-out=Fl5
#-out=M17
#M17=M17
#-out=Simbad
#Simbad=Simbad
#-out=_RA
#-out=_DE
#

#RESOURCE=yCat_22440021
#Name: J/ApJS/244/21
#Title: Surface rotation & activity of Kepler stars. I. (Santos+, 2019)
#Table	J_ApJS_244_21_table3:
#Name: J/ApJS/244/21/table3
#Title: Stellar properties for stars with successfully recovered rotation period
#Column	KIC	(I8)	[892834/12984138] Kepler Input Catalog ID	[ucd=meta.id;meta.main]
#Column	Kpmag	(F6.3)	[9/20]? Kepler magnitude	[ucd=phot.mag;em.opt]
#Column	Q	(A5)	First and last observed Kepler Quarters	[ucd=meta.note]
#Column	Teff	(I4)	[2500/5199] Effective temperature	[ucd=phys.temperature.effective]
#Column	E_Teff	(I3)	[0/636] Upper uncertainty on Teff	[ucd=stat.error;stat.max]
#Column	e_Teff	(I3)	[0/706] Lower uncertainty on Teff	[ucd=stat.error;phys.temperature.effective]
#Column	logg	(F6.3)	[4.3/5.4] Log surface gravity	[ucd=phys.gravity]
#Column	E_logg	(F6.3)	[0/0.3] Upper uncertainty on logg	[ucd=stat.error;stat.max]
#Column	e_logg	(F6.3)	[0/0.9] Lower uncertainty on logg	[ucd=stat.error]
#Column	Mass	(F6.3)	[0.08/1] Mass	[ucd=phys.mass]
#Column	E_Mass	(F6.3)	[0/0.2] Upper uncertainty on Mass	[ucd=stat.error;stat.max]
#Column	e_Mass	(F6.3)	[0/0.3] Lower uncertainty on Mass	[ucd=stat.error;phys.mass]
#Column	Prot	(F6.2)	[0.2/143.1] Rotation period	[ucd=time.period]
#Column	E_Prot	(F5.2)	[0.03/14]? Uncertainty on Prot	[ucd=stat.error;stat.max]
#Column	Sph	(F7.1)	[1.6/65595.7] Photometric activity proxy	[ucd=spect.index]
#Column	E_Sph	(F7.1)	[2.9/11377.5] Uncertainty on Sph	[ucd=stat.error;stat.max]
#Column	Fl1	(I1)	[1]? CP/CB candidate flag (1=Type 1 CP/CB candidate) (1) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	DMK	(F6.3)	[-1.3/0.8]? Luminosity excess correction (G1)	[ucd=phot.color.excess]
#Column	Fl2	(I1)	[0/1]? GAIA binary flag (G2) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	Fl3	(I1)	[0/1]? GAIA subgiant flag (G3) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	Fl4	(I1)	[0/1]? KOI flag (G4) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	Fl5	(I1)	[0/2]? FliPer Class flag (G5) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	M17	(A3)	Display the data from the KSPC DR25 (Mathur+, 2017, J/ApJS/229/30)	[ucd=meta.ref.url]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA	(F9.5)	Position from KIC catalog (V/133) (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Position from KIC catalog (V/133) (declination part)	[ucd=pos.eq.dec;meta.main]
KIC	Kpmag	Q	Teff	E_Teff	e_Teff	logg	E_logg	e_logg	Mass	E_Mass	e_Mass	Prot	E_Prot	Sph	E_Sph	Fl1	DMK	Fl2	Fl3	Fl4	Fl5	M17	Simbad	_RA	_DE
 8888948	15.759	 1-17	4308	116	142	 4.698	 0.063	 0.032	 0.534	 0.050	 0.041	 20.35	 1.64	 1250.7	   47.7	 	      	0	0	 	0	M17	Simbad	293.08173	+45.12861
 8889176	15.798	 2-17	3482	 62	 62	 4.904	 0.054	 0.041	 0.358	 0.047	 0.057	 31.49	 2.50	 1602.2	   48.9	 	      	0	0	 	0	M17	Simbad	293.16464	+45.10129
 8889401	15.278	 1-17	4478	134	134	 4.641	 0.054	 0.027	 0.597	 0.071	 0.044	 38.24	 6.23	  590.0	   18.5	 	      	0	0	 	0	M17	Simbad	293.23093	+45.17864
 8889584	15.882	 4-17	4430	139	174	 4.654	 0.059	 0.027	 0.578	 0.063	 0.048	 15.53	 1.34	 2132.1	   84.6	 	      	0	0	 	0	M17	Simbad	293.29767	+45.16633
 8890150	15.987	 1-17	3765	 75	 83	 4.725	 0.049	 0.021	 0.526	 0.035	 0.042	 19.66	 1.57	 2095.8	   75.4	 	      	0	0	0	0	M17	Simbad	293.51108	+45.13659
 8890396	15.761	 4-17	5098	196	178	 4.483	 0.105	 0.116	 0.793	 0.093	 0.062	 25.42	 2.09	  222.6	   16.6	 	      	 	 	 	0	M17	Simbad	293.60233	+45.17462
 8890865	15.996	 2-17	4915	163	148	 4.527	 0.060	 0.050	 0.849	 0.042	 0.057	 35.19	 3.49	 2222.6	   59.1	 	      	0	0	 	0	M17	Simbad	293.77338	+45.17480
 8891698	15.701	 1-17	5008	149	149	 4.560	 0.040	 0.065	 0.843	 0.049	 0.074	 24.01	 3.04	   70.1	   12.6	 	      	0	0	 	0	M17	Simbad	294.04709	+45.12325
 8892000	15.776	 1-17	3482	 55	 62	 4.904	 0.050	 0.041	 0.358	 0.047	 0.057	 21.07	 1.51	 3551.7	  111.1	 	      	0	0	 	0	M17	Simbad	294.13449	+45.11359
 8892721	15.943	 4-17	4796	172	172	 4.656	 0.054	 0.036	 0.590	 0.063	 0.029	 27.04	 2.40	  604.5	   27.1	 	      	0	0	 	0	M17	Simbad	294.35666	+45.19296
 8893866	14.471	 1-17	4873	174	174	 4.564	 0.055	 0.045	 0.756	 0.076	 0.062	 19.93	 1.65	 2839.3	  104.9	 	      	1	0	 	0	M17	Simbad	294.72705	+45.18599
 8894567	 9.083	 0-17	5172	196	179	 4.588	 0.055	 0.061	 0.720	 0.095	 0.051	 21.81	 1.62	 2743.3	   75.5	 	      	0	0	 	0	M17	Simbad	294.96759	+45.15985
 8895062	15.114	 1-17	3900	 46	 50	 4.727	 0.017	 0.022	 0.555	 0.020	 0.025	 20.78	 1.69	  553.5	   23.2	 	      	0	0	 	0	M17	Simbad	295.13159	+45.17916
 8895765	13.440	 0-17	4194	114	139	 4.727	 0.077	 0.033	 0.503	 0.047	 0.047	 21.96	 1.72	 2015.1	   57.9	 	      	0	0	 	0	M17	Simbad	295.35229	+45.14823
 8903742	15.952	 1-17	4193	112	137	 4.644	 0.056	 0.020	 0.598	 0.059	 0.059	 31.06	 2.44	 1262.6	   40.5	 	      	 	 	 	0	M17	Simbad	297.70728	+45.13066
 8903851	11.654	 0-17	5177	155	140	 4.388	 0.148	 0.121	 0.872	 0.060	 0.053	 49.76	 7.69	  284.5	    6.0	 	      	0	0	 	0	M17	Simbad	297.73328	+45.17904
 8903898	15.892	 1-17	4209	126	126	 4.648	 0.052	 0.024	 0.591	 0.065	 0.053	 17.72	 1.54	  781.6	   38.3	 	      	0	0	 	2	M17	Simbad	297.74402	+45.15265
 8905722	14.395	 1-17	4258	114	140	 4.723	 0.072	 0.033	 0.509	 0.042	 0.042	 39.59	 6.85	 1993.1	   44.1	 	      	1	0	 	0	M17	Simbad	298.19855	+45.18458
 8906418	15.873	 1-17	3725	 66	 74	 4.787	 0.060	 0.035	 0.473	 0.043	 0.052	 40.42	 5.97	  833.6	   26.3	 	      	0	0	 	0	M17	Simbad	298.38293	+45.17321
 8907022	14.341	 6- 9	4114	130	159	 4.688	 0.065	 0.030	 0.560	 0.062	 0.062	 46.43	 4.76	  558.2	   18.9	 	      	0	0	 	0	M17	Simbad	298.53738	+45.14443
 8908779	15.662	 1-17	3827	 96	 96	 4.728	 0.052	 0.028	 0.526	 0.044	 0.048	 27.42	 2.09	 1502.2	   46.5	 	      	0	0	 	0	M17	Simbad	299.03305	+45.17888
 8909853	14.690	 1-17	3557	 43	 48	 4.868	 0.033	 0.033	 0.406	 0.031	 0.038	 55.98	 7.49	 2225.9	   41.6	 	      	0	0	 	0	M17	Simbad	299.35461	+45.12347
 8912241	15.697	 1-17	3905	168	210	 4.736	 0.124	 0.057	 0.538	 0.074	 0.121	 23.70	 1.66	 2070.1	   65.2	 	      	0	0	 	0	M17	Simbad	300.05008	+45.14965
 8912302	14.277	 1-17	4137	124	137	 4.656	 0.056	 0.024	 0.584	 0.059	 0.059	 13.80	 1.12	 1086.6	   43.1	 	      	1	0	 	0	M17	Simbad	300.06644	+45.15417
 8912338	14.635	 1-17	3797	124	136	 4.823	 0.096	 0.064	 0.442	 0.063	 0.077	 35.43	 3.01	 2256.4	   52.9	 	      	0	0	 	0	M17	Simbad	300.07758	+45.11881
 8913251	15.953	14-14	4041	126	154	 4.686	 0.070	 0.030	 0.550	 0.060	 0.066	 16.64	 1.10	 3435.7	  197.7	 	      	 	 	 	0	M17	Simbad	300.34824	+45.12226
 8913972	14.696	 1-17	4155	112	137	 4.671	 0.059	 0.027	 0.560	 0.062	 0.050	 18.99	 1.54	  488.6	   20.5	 	      	0	0	 	0	M17	Simbad	300.55490	+45.14020
 8914233	15.330	 1-17	3993	 87	 87	 4.696	 0.036	 0.024	 0.556	 0.038	 0.035	 13.71	 0.93	 1020.2	   46.2	 	      	 	 	 	0	M17	Simbad	300.63040	+45.13410
 8914727	15.744	 2-17	3372	 45	 40	 5.048	 0.044	 0.040	 0.212	 0.040	 0.027	 46.43	 2.91	 1706.8	   40.1	 	      	0	0	 	0	M17	Simbad	300.76624	+45.10171
 8915398	15.410	 1-17	4327	129	129	 4.627	 0.053	 0.021	 0.621	 0.062	 0.056	 18.34	 1.38	 2297.7	   78.6	 	      	1	0	 	0	M17	Simbad	300.96030	+45.10383
 8916469	14.026	 1-17	4222	111	149	 4.782	 0.091	 0.039	 0.470	 0.036	 0.054	 33.52	 2.91	  761.3	   20.0	 	      	1	0	 	0	M17	Simbad	301.25385	+45.12068
 8916493	15.361	 1-17	3846	120	147	 4.672	 0.064	 0.024	 0.596	 0.039	 0.067	 23.87	 2.16	 2963.0	  138.4	 	      	 	 	 	0	M17	Simbad	301.26187	+45.19160
 8933735	15.687	 1-17	4787	144	144	 4.589	 0.063	 0.031	 0.670	 0.086	 0.046	 15.97	 1.21	 3603.3	  128.4	 	      	 	 	 	0	M17	Simbad	283.16513	+45.28679
 8934039	15.665	 1-17	4298	115	140	 4.632	 0.052	 0.021	 0.613	 0.062	 0.056	 31.49	 2.76	  699.4	   25.1	 	      	0	0	 	0	M17	Simbad	283.31412	+45.23184
 8934208	14.981	 1-17	4897	145	145	 4.526	 0.077	 0.044	 0.761	 0.083	 0.055	 28.19	 5.40	  650.9	   21.8	 	      	0	0	 	0	M17	Simbad	283.39404	+45.22191
 8934237	15.911	 1-17	4895	145	130	 4.502	 0.084	 0.052	 0.796	 0.060	 0.054	 21.07	 1.94	 1747.9	   62.3	 	      	0	0	 	0	M17	Simbad	283.40631	+45.28546
 8934468	16.897	 7- 7	3585	 57	 65	 4.868	 0.044	 0.036	 0.406	 0.038	 0.051	 22.43	 2.25	   79.0	   63.6	 	      	 	 	 	2	M17	Simbad	283.52911	+45.28558
 8934810	12.723	 0-17	4994	136	136	 4.542	 0.072	 0.054	 0.726	 0.093	 0.057	 24.87	 1.50	   50.1	    3.2	 	      	1	0	 	0	M17	Simbad	283.70486	+45.20986
 8934816	15.583	 1-17	4333	129	129	 4.609	 0.045	 0.021	 0.672	 0.052	 0.052	 44.54	 5.46	  974.0	   25.9	 	      	 	 	 	0	M17	Simbad	283.71130	+45.20055
 8935140	15.682	 1-17	4532	150	150	 4.571	 0.049	 0.021	 0.760	 0.036	 0.052	  2.34	 0.16	14680.0	 1261.8	1	-0.248	0	0	 	0	M17	Simbad	283.88187	+45.26314
 8935497	15.746	 1-17	4363	118	144	 4.741	 0.040	 0.055	 0.555	 0.047	 0.042	 27.80	 2.18	 3743.8	  101.2	 	      	0	0	 	0	M17	Simbad	284.04953	+45.26454
 8935605	15.945	 1-17	3829	 61	 69	 4.732	 0.032	 0.020	 0.529	 0.027	 0.027	 18.34	 1.35	  545.0	   31.2	 	      	0	0	 	0	M17	Simbad	284.10553	+45.27116
 8935655	13.676	 1-17	3694	117	147	 4.686	 0.075	 0.020	 0.567	 0.036	 0.067	  1.97	 0.13	 2687.1	  256.4	 	      	0	0	 	2	M17	Simbad	284.13925	+45.23004
 8935737	14.151	 1-17	4996	136	136	 4.639	 0.030	 0.065	 0.757	 0.064	 0.085	 47.73	 7.12	  483.8	   11.8	 	      	0	0	 	0	M17	Simbad	284.18094	+45.24890
 8935942	16.482	 6- 9	3204	 70	 44	 5.182	 0.051	 0.119	 0.135	 0.058	 0.015	  1.63	 0.11	 4995.1	  577.7	1	      	0	0	 	2	M17	Simbad	284.27579	+45.26949
 8936300	15.791	 1-17	4660	139	139	 4.573	 0.059	 0.027	 0.703	 0.070	 0.058	 12.70	 0.99	 1509.4	   70.1	 	      	1	0	 	0	M17	Simbad	284.44336	+45.22356
 8936312	16.398	 7- 7	3746	 52	 59	 4.775	 0.039	 0.024	 0.480	 0.029	 0.029	 21.96	 1.88	 1070.9	   94.2	 	      	0	0	 	0	M17	Simbad	284.44968	+45.20254
 8936722	15.919	 2-17	4794	143	143	 4.533	 0.072	 0.033	 0.769	 0.059	 0.053	 18.99	 1.54	 2691.4	   93.3	 	      	1	0	 	0	M17	Simbad	284.65585	+45.22447
 8936920	14.996	 1-17	3951	 89	 99	 4.674	 0.039	 0.015	 0.576	 0.032	 0.028	 39.04	 3.07	 1187.6	   29.5	 	      	 	 	 	0	M17	Simbad	284.74548	+45.20376
 8936925	16.110	 3- 3	4643	167	167	 4.608	 0.040	 0.036	 0.709	 0.064	 0.064	 29.59	 2.79	  884.5	   76.3	 	      	0	0	 	0	M17	Simbad	284.74930	+45.29281
 8937052	15.622	 1-17	4776	143	143	 4.620	 0.028	 0.052	 0.766	 0.053	 0.073	 19.93	 1.49	 4104.9	  128.8	 	      	0	0	 	0	M17	Simbad	284.80640	+45.20992
 8937142	14.856	 1-17	5075	152	152	 4.572	 0.033	 0.077	 0.879	 0.045	 0.084	 31.06	 4.54	 1133.3	   31.4	 	      	0	0	 	0	M17	Simbad	284.86246	+45.20661
 8937178	16.544	 7- 7	3209	 35	 19	 5.168	 0.056	 0.084	 0.140	 0.042	 0.015	 38.50	 5.09	  610.7	   75.1	 	      	 	 	 	0	M17	Simbad	284.88351	+45.20602
 8938170	15.652	 1-17	4551	125	139	 4.695	 0.054	 0.032	 0.545	 0.047	 0.027	 40.70	 3.38	  669.8	   21.4	 	      	 	 	 	0	M17	Simbad	285.45291	+45.29490
 8938669	15.859	 4-17	4897	178	178	 4.541	 0.066	 0.044	 0.757	 0.083	 0.060	 31.93	 2.54	  882.1	   30.5	 	      	0	0	 	0	M17	Simbad	285.68408	+45.20549
 8938801	15.809	 1-17	4503	137	137	 4.561	 0.060	 0.016	 0.741	 0.040	 0.048	  4.62	 0.32	12362.4	  763.0	 	-0.768	 	 	 	2	M17	Simbad	285.74289	+45.27083
 8939341	14.936	 1-17	4886	145	145	 4.533	 0.071	 0.052	 0.750	 0.083	 0.055	 29.18	 2.94	 1009.6	   29.7	 	      	0	0	 	0	M17	Simbad	285.97598	+45.23953
 8939955	16.450	14-17	3683	117	147	 4.688	 0.075	 0.020	 0.564	 0.036	 0.067	 55.98	 4.50	 4096.5	  135.2	 	      	0	0	 	0	M17	Simbad	286.29172	+45.24697
 8939965	16.518	 7- 7	3419	 54	 54	 4.949	 0.055	 0.044	 0.299	 0.052	 0.052	 42.72	 5.22	 3114.4	  205.1	 	      	0	0	 	0	M17	Simbad	286.29401	+45.23722
 8939987	15.265	 1-17	4886	145	130	 4.502	 0.083	 0.053	 0.797	 0.060	 0.054	 33.75	 5.01	 1560.0	   41.0	 	      	0	0	 	0	M17	Simbad	286.30429	+45.25524
 8940022	13.830	 2-17	3386	100	110	 4.958	 0.105	 0.105	 0.325	 0.093	 0.113	 29.59	 2.05	 2016.0	   50.5	 	      	0	0	 	0	M17	Simbad	286.32059	+45.27349
 8940442	14.431	 1-17	3905	 78	 86	 4.736	 0.030	 0.027	 0.538	 0.025	 0.033	 29.38	 2.35	 2349.5	   59.7	 	      	0	0	 	0	M17	Simbad	286.53641	+45.20113
 8940529	17.069	 4-17	4522	159	159	 4.625	 0.048	 0.028	 0.637	 0.071	 0.051	 34.70	 2.91	  835.1	   54.8	 	      	0	0	 	0	M17	Simbad	286.58453	+45.29901
 8940708	15.352	 1-17	3819	102	114	 4.763	 0.065	 0.035	 0.487	 0.043	 0.048	 18.99	 1.58	  990.9	   38.5	 	      	0	0	 	0	M17	Simbad	286.67175	+45.25708
 8940918	15.643	 1-17	4440	133	133	 4.618	 0.049	 0.025	 0.646	 0.068	 0.051	 16.30	 1.56	 2000.5	   75.9	 	      	0	0	 	0	M17	Simbad	286.76950	+45.23413
 8940926	15.394	 1-17	4278	115	127	 4.654	 0.058	 0.022	 0.578	 0.062	 0.051	 13.80	 1.02	 1348.8	   57.9	 	      	1	0	 	0	M17	Simbad	286.77087	+45.25284
 8941398	15.702	 1-17	3865	105	116	 4.715	 0.046	 0.025	 0.538	 0.035	 0.039	 18.47	 1.56	  891.7	   38.9	 	      	 	 	 	0	M17	Simbad	287.00961	+45.23756
 8941548	14.778	 1-17	4903	148	133	 4.576	 0.045	 0.045	 0.755	 0.069	 0.062	 36.93	 5.54	  904.8	   23.7	 	      	0	0	 	0	M17	Simbad	287.07867	+45.22302
 8941581	15.724	 1-17	4351	118	144	 4.700	 0.040	 0.044	 0.584	 0.058	 0.053	 32.38	 2.36	  874.1	   29.1	 	      	0	0	 	0	M17	Simbad	287.09613	+45.21000
 8943203	16.333	 7- 7	3971	 95	107	 4.716	 0.050	 0.036	 0.556	 0.052	 0.058	 17.84	 1.74	  221.3	   47.6	 	      	0	0	 	0	M17	Simbad	287.93698	+45.25903
 8943453	15.653	 3-15	4804	173	154	 4.655	 0.032	 0.059	 0.720	 0.059	 0.079	 14.59	 1.15	  931.7	   56.8	 	      	0	0	 	0	M17	Simbad	288.05057	+45.28658
 8946760	15.822	 1-17	4218	128	141	 4.634	 0.039	 0.024	 0.658	 0.044	 0.058	 49.42	 4.46	 1197.4	   30.0	 	      	0	0	 	0	M17	Simbad	289.52802	+45.26067
 8946785	15.177	 1-17	3823	 76	 76	 4.730	 0.036	 0.021	 0.526	 0.029	 0.029	 14.59	 1.09	 3606.3	  130.3	 	      	0	0	 	0	M17	Simbad	289.54120	+45.24708
 8946916	15.213	 1-17	3901	 52	 52	 4.709	 0.028	 0.015	 0.550	 0.025	 0.023	 20.50	 1.96	  678.8	   27.5	 	      	 	 	 	0	M17	Simbad	289.59924	+45.26297
 8946960	15.637	 1-17	4369	118	131	 4.647	 0.032	 0.035	 0.672	 0.052	 0.063	 14.59	 1.50	  852.6	   41.8	 	      	0	0	 	0	M17	Simbad	289.61816	+45.22514
 8947254	15.766	 1-17	4961	148	148	 4.594	 0.066	 0.039	 0.661	 0.084	 0.036	 24.03	 1.67	 1849.2	   59.6	 	      	0	0	 	0	M17	Simbad	289.76736	+45.21166
 8947255	15.261	 1-17	3504	 56	 56	 4.858	 0.042	 0.031	 0.400	 0.038	 0.047	  7.35	 0.49	 8839.5	  431.5	 	      	0	0	 	0	M17	Simbad	289.76758	+45.26363
 8947280	15.886	 1-17	4782	143	129	 4.552	 0.065	 0.035	 0.729	 0.077	 0.053	 16.30	 1.43	 1343.1	   57.7	 	      	0	0	 	0	M17	Simbad	289.77698	+45.22006
 8947384	15.620	 1-17	4987	136	136	 4.611	 0.050	 0.045	 0.686	 0.082	 0.051	 14.00	 1.01	 3113.1	  119.7	 	      	 	 	 	0	M17	Simbad	289.82141	+45.26071
 8947492	15.614	 1-17	4270	149	164	 4.652	 0.056	 0.028	 0.589	 0.069	 0.056	 10.68	 0.82	 1006.8	   69.6	 	      	1	0	 	0	M17	Simbad	289.87805	+45.29879
 8947597	15.057	 1-17	4777	172	172	 4.626	 0.018	 0.068	 0.817	 0.041	 0.076	 12.19	 1.07	 1935.2	   93.8	 	      	1	0	 	0	M17	Simbad	289.91248	+45.29231
 8948618	15.505	 4-17	4821	167	167	 4.515	 0.085	 0.068	 0.786	 0.059	 0.053	  9.97	 0.72	 4412.3	  193.2	 	      	0	0	 	0	M17	Simbad	290.27496	+45.25286
 8948691	15.536	 1-17	4561	137	137	 4.660	 0.054	 0.027	 0.577	 0.061	 0.033	 13.61	 1.12	 1946.9	   80.2	 	      	 	 	 	0	M17	Simbad	290.29807	+45.27383
 8948713	16.782	 3- 5	4491	161	161	 4.580	 0.056	 0.020	 0.706	 0.060	 0.054	 17.35	 1.13	  258.8	   40.8	 	      	1	0	 	2	M17	Simbad	290.30698	+45.23976
 8949538	15.711	 1-17	4331	129	129	 4.615	 0.045	 0.021	 0.662	 0.057	 0.057	 25.40	 1.69	 1526.1	   49.3	 	      	0	0	 	0	M17	Simbad	290.59439	+45.25956
 8949663	15.736	 1-17	4560	137	137	 4.602	 0.052	 0.024	 0.672	 0.068	 0.056	 19.79	 1.52	 5364.2	  166.4	 	      	0	0	 	0	M17	Simbad	290.64264	+45.20755
 8950115	14.134	 1-17	5006	149	149	 4.498	 0.096	 0.324	 0.788	 0.078	 0.063	  9.76	 0.73	 4387.1	  185.9	 	      	0	0	 	0	M17	Simbad	290.80685	+45.22038
 8950400	13.514	 1-17	5029	192	174	 4.494	 0.088	 0.072	 0.798	 0.085	 0.056	 21.21	 1.65	 1570.9	   46.7	 	      	0	0	 	0	M17	Simbad	290.91486	+45.28411
 8951111	15.337	 1-17	4645	145	161	 4.729	 0.049	 0.025	 0.527	 0.035	 0.026	 17.47	 1.59	  552.1	   26.6	 	      	1	0	 	0	M17	Simbad	291.16650	+45.21706
 8951689	15.571	 1-17	4843	145	130	 4.551	 0.066	 0.038	 0.733	 0.076	 0.053	 11.29	 0.82	 3581.5	  150.6	 	      	1	0	 	0	M17	Simbad	291.37143	+45.20519
 8951873	15.304	 1-17	5155	170	154	 4.467	 0.100	 0.100	 0.813	 0.088	 0.064	  9.30	 0.70	 5361.9	  237.9	 	      	0	0	 	0	M17	Simbad	291.44751	+45.29589
 8952097	15.758	 4-17	3943	 59	 64	 4.731	 0.020	 0.027	 0.550	 0.022	 0.028	 32.83	 2.45	 1178.1	   35.9	 	      	0	0	 	0	M17	Simbad	291.52612	+45.29877
 8952315	15.402	 1-17	5071	177	142	 4.540	 0.048	 0.072	 0.838	 0.065	 0.071	 22.58	 1.90	 2726.0	   82.3	 	      	0	0	 	0	M17	Simbad	291.60187	+45.25687
 8952983	15.348	 1-17	4459	121	134	 4.656	 0.028	 0.044	 0.672	 0.060	 0.060	 26.85	 3.36	  463.4	   19.4	 	      	0	0	 	0	M17	Simbad	291.81790	+45.26165
 8953414	15.382	 1-17	4965	176	176	 4.536	 0.078	 0.054	 0.744	 0.095	 0.055	 24.03	 2.84	  550.4	   29.7	 	      	0	0	 	0	M17	Simbad	291.98572	+45.21144
 8955889	15.532	 1-17	4634	139	153	 4.656	 0.028	 0.052	 0.714	 0.056	 0.075	 24.71	 1.75	 1602.1	   50.6	 	      	0	0	 	0	M17	Simbad	292.92572	+45.26569
 8956025	16.146	14-17	3913	122	136	 4.642	 0.063	 0.018	 0.624	 0.036	 0.059	 22.11	 1.62	 6671.3	  202.0	 	      	0	0	 	2	M17	Simbad	292.98102	+45.24966
 8956193	15.000	 1-17	4444	134	121	 4.591	 0.052	 0.020	 0.688	 0.058	 0.052	 34.70	 4.46	  528.7	   17.0	 	      	0	0	 	0	M17	Simbad	293.05176	+45.21846
 8956206	15.801	 1-17	5149	103	103	 4.551	 0.041	 0.045	 0.811	 0.046	 0.041	 16.64	 1.28	 4277.2	  148.1	 	      	0	0	0	0	M17	Simbad	293.05801	+45.24882
 8956483	14.466	 1-17	5195	168	168	 4.515	 0.085	 0.076	 0.746	 0.106	 0.057	 17.72	 1.41	 3579.9	  114.4	 	      	0	0	 	0	M17	Simbad	293.16016	+45.21566
 8956929	15.921	 2-17	3833	 61	 61	 4.708	 0.033	 0.015	 0.545	 0.027	 0.022	 20.92	 1.66	 1030.9	   42.5	 	      	0	0	 	0	M17	Simbad	293.32700	+45.23921
 8957023	13.251	 0-17	3716	116	142	 4.681	 0.072	 0.022	 0.573	 0.036	 0.068	 43.02	 3.22	 4146.7	   82.8	 	      	0	0	 	0	M17	Simbad	293.35226	+45.25127
 8957803	15.108	 1-17	3783	103	 93	 4.782	 0.050	 0.041	 0.475	 0.042	 0.042	 15.75	 1.16	 1770.2	   65.9	 	      	0	0	 	0	M17	Simbad	293.63239	+45.27323
 8957955	15.342	 1-17	5146	153	153	 4.603	 0.028	 0.088	 0.848	 0.059	 0.095	 39.31	 7.36	  747.5	   21.8	 	      	0	0	 	0	M17	Simbad	293.68594	+45.22866
 8958080	15.735	 2-17	5073	166	151	 4.481	 0.095	 0.095	 0.800	 0.085	 0.057	 23.21	 1.76	 3416.7	  102.0	 	      	0	0	 	0	M17	Simbad	293.72403	+45.20663
 8958488	15.904	 4-17	5128	184	184	 4.612	 0.030	 0.084	 0.819	 0.065	 0.098	 22.27	 1.78	 3094.3	   97.0	 	      	0	0	 	0	M17	Simbad	293.86014	+45.24620
 8958942	14.200	 1-17	4447	120	146	 4.712	 0.059	 0.032	 0.526	 0.040	 0.029	 13.15	 0.93	 2313.3	   87.2	 	      	 	 	 	0	M17	Simbad	294.00967	+45.21805
 8959189	15.301	 1-17	5166	171	155	 4.474	 0.100	 0.100	 0.793	 0.104	 0.056	 32.83	 4.15	 1213.3	   34.0	 	      	0	0	 	0	M17	Simbad	294.07797	+45.21385
 8959288	14.787	 1-17	5191	156	156	 4.559	 0.082	 0.067	 0.684	 0.093	 0.043	 10.10	 0.71	 3085.4	  133.1	 	      	0	1	 	0	M17	Simbad	294.10260	+45.27061
 8959448	15.550	 1-17	4754	143	129	 4.553	 0.063	 0.032	 0.737	 0.071	 0.053	 31.71	 2.74	  939.9	   29.8	 	      	0	0	 	0	M17	Simbad	294.14798	+45.26053
 8959478	14.600	 1-17	4964	149	134	 4.617	 0.065	 0.035	 0.631	 0.074	 0.032	 10.98	 0.76	 3212.2	  131.6	 	      	1	0	 	0	M17	Simbad	294.15662	+45.29752
 8959520	13.925	 1-17	4381	131	131	 4.655	 0.052	 0.028	 0.586	 0.065	 0.047	 35.19	 3.05	 2531.0	   57.5	 	      	0	0	 	0	M17	Simbad	294.17209	+45.29203
 8959993	15.978	 4-17	5024	176	176	 4.500	 0.093	 0.076	 0.782	 0.085	 0.057	 20.07	 1.46	 6548.6	  201.5	 	      	0	0	 	0	M17	Simbad	294.31369	+45.27293
