kepid,kepoi_name,kepler_name,koi_disposition,adopted_Teff,adopted_Teff_err,adopted_Teff_provenance,Prot,Prot_err,Prot_provenance,li_eagles_LiEW,li_eagles_eLiEW,gyro_median,gyro_+1sigma,gyro_-1sigma,li_median,li_+1sigma,li_-1sigma,adopted_rp,adopted_rp_provenance,adopted_period,flag_gyro_quality,flag_planet_quality,has_hires,t_gyro,t_li,are_gyro_and_li_consistent
8639908,K02700.01,,CANDIDATE,4618,83,2020AJ....159..280B,10.90,0.11,2019ApJS..244...21S,-8,17,674,262,189,,,,1.38,2022AJ....163..179P,0.91,0,0,1,$674^{+262}_{-189}$,$> 228$,Yes
3648437,K01861.01,,CANDIDATE,5944,119,2020AJ....159..280B,6.43,0.06,2021ApJS..255...17S,73,3,694,628,195,1125,1458,667,2.77,2022AJ....163..179P,17.5,0,0,1,$694^{+628}_{-195}$,$1125^{+1458}_{-667}$,Yes
6705142,K01758.01,,CANDIDATE,5544,108,2020AJ....159..280B,9.36,0.09,2021ApJS..255...17S,,,761,79,74,,,,3.52,2020AJ....160..108B,5.6,0,0,0,$761^{+79}_{-74}$,--,--
9634821,K02037.02,,CANDIDATE,4746,77,2020AJ....159..280B,10.80,0.11,2021AJ....161..265D,9,21,770,211,193,,,,1.75,2020AJ....160..108B,5.48,2048,0,1,$770^{+211}_{-193}$,$> 223$,Yes
9634821,K02037.03,,CANDIDATE,4746,77,2020AJ....159..280B,10.80,0.11,2021AJ....161..265D,9,21,770,211,193,,,,1.83,2020AJ....160..108B,8.56,2048,0,1,$770^{+211}_{-193}$,$> 223$,Yes
6716021,K02679.01,,CANDIDATE,6246,114,2020AJ....159..280B,2.170,0.022,2021ApJS..255...17S,79,8,,,,821,1487,572,13.53,2020AJ....160..108B,110.76,1025,4,1,--,$821^{+1487}_{-572}$,--
8443527,K03197.01,,CANDIDATE,6146,127,2020AJ....159..280B,7.05,0.07,2021ApJS..255...17S,76,3,1546,690,638,899,1334,586,1.43,2022AJ....163..179P,22.6,0,0,1,$1546^{+690}_{-638}$,$899^{+1334}_{-586}$,Yes
4844367,K04498.01,,CANDIDATE,5753,102,2020AJ....159..280B,9.88,0.10,2021ApJS..255...17S,,,955,236,125,,,,21.86,2020AJ....160..108B,17.16,0,4,0,$955^{+236}_{-125}$,--,--
3425851,K00268.01,,CANDIDATE,5942,103,2020AJ....159..280B,7.87,0.08,2013ApJ...775L..11M,-9,11,985,668,279,,,,3.37,2020AJ....160..108B,110.38,2566,0,1,$985^{+668}_{-279}$,$> 671$,Yes
6975129,K01628.03,,CANDIDATE,6325,139,2020AJ....159..280B,5.64,0.06,2021ApJS..255...17S,71,5,,,,1028,1830,723,2.57,2020AJ....160..108B,37.84,7,0,1,--,$1028^{+1830}_{-723}$,--
6697605,K02851.02,,CANDIDATE,5370,75,2021ApJS..255...17S,11.29,0.11,2021ApJS..255...17S,,,1032,80,80,,,,1.5,10.26133/NEA4,1.24,512,4,0,$1032^{+80}_{-80}$,--,--
4851530,K01884.01,,CANDIDATE,5313,106,2020AJ....159..280B,11.29,0.11,2021ApJS..255...17S,,,1038,82,84,,,,4.37,10.26133/NEA4,23.12,0,4,0,$1038^{+82}_{-84}$,--,--
4851530,K01884.02,,CANDIDATE,5313,106,2020AJ....159..280B,11.29,0.11,2021ApJS..255...17S,,,1038,82,84,,,,1.73,10.26133/NEA4,4.78,0,0,0,$1038^{+82}_{-84}$,--,--
5898983,K03422.01,,CANDIDATE,5825,107,2020AJ....159..280B,9.68,0.10,2021ApJS..255...17S,66,3,1051,448,194,1440,1830,820,1.92,2020AJ....160..108B,40.15,0,0,1,$1051^{+448}_{-194}$,$1440^{+1830}_{-820}$,Yes
4846856,K02900.01,,CANDIDATE,5323,100,2020AJ....159..280B,11.45,0.11,2021ApJS..255...17S,,,1062,81,83,,,,2.09,2020AJ....160..108B,46.15,256,0,0,$1062^{+81}_{-83}$,--,--
7093401,K03433.01,,CANDIDATE,5202,130,2020AJ....159..280B,11.53,0.12,2021ApJS..255...17S,,,1087,86,91,,,,36.05,10.26133/NEA4,34.08,642,4,0,$1087^{+86}_{-91}$,--,--
9776794,K04363.01,,CANDIDATE,4965,97,2020AJ....159..280B,11.61,0.12,2019ApJS..244...21S,,,1107,101,136,,,,6.81,2020AJ....160..108B,18.22,512,4,0,$1107^{+101}_{-136}$,--,--
1721157,K04644.01,,CANDIDATE,4917,88,2020AJ....159..280B,11.69,0.12,2019ApJS..244...21S,,,1118,105,151,,,,1.16,2020AJ....160..108B,3.45,0,0,0,$1118^{+105}_{-151}$,--,--
7335514,K06860.01,,CANDIDATE,4405,76,2020AJ....159..280B,13.15,0.13,2019ApJS..244...21S,12,8,1158,194,353,,,,0.41,2022AJ....163..179P,0.58,0,0,1,$1158^{+194}_{-353}$,$> 164$,Yes
5184911,K02719.02,,CANDIDATE,4601,82,2020AJ....159..280B,12.53,0.13,2019ApJS..244...21S,16,15,1163,152,306,,,,1.28,2022AJ....163..179P,106.26,0,0,1,$1163^{+152}_{-306}$,$> 180$,Yes
7768451,K01527.01,,CANDIDATE,5603,105,2020AJ....159..280B,11.85,0.12,2021ApJS..255...17S,4,11,1166,134,100,,,,3.81,2020AJ....160..108B,192.67,0,4,1,$1166^{+134}_{-100}$,$> 751$,Yes
9008103,K03283.02,,CANDIDATE,4703,85,2020AJ....159..280B,12.61,0.13,2019ApJS..244...21S,-8,24,1263,103,168,,,,1.32,2022AJ....163..179P,20.57,0,0,1,$1263^{+103}_{-168}$,$> 233$,Yes
4172013,K02386.01,,CANDIDATE,6018,110,2020AJ....159..280B,7.76,0.08,2021ApJS..255...17S,,,1291,792,477,,,,28.42,10.26133/NEA4,16.27,132,4,0,$1291^{+792}_{-477}$,--,--
7918652,K02984.01,,CANDIDATE,6415,145,2020AJ....159..280B,12.85,0.13,2018MNRAS.474.2094A,64,3,,,,1332,2369,953,1.43,2022AJ....163..179P,11.46,2567,0,1,--,$1332^{+2369}_{-953}$,--
5441980,K00607.01,,CANDIDATE,5687,96,2020AJ....159..280B,13.04,0.13,2021ApJS..255...17S,,,1470,256,154,,,,11.83,2020AJ....160..108B,5.89,0,4,0,$1470^{+256}_{-154}$,--,--
8509442,K02992.01,,CANDIDATE,4166,68,2020AJ....159..280B,14.69,0.15,2019ApJS..244...21S,34,23,1482,160,341,,,,2.19,2022AJ....163..179P,82.66,0,0,1,$1482^{+160}_{-341}$,$> 83$,Yes
2307199,K00151.01,,CANDIDATE,6248,124,2020AJ....159..280B,nan,nan,,65,4,,,,1524,2479,1039,5.24,10.26133/NEA4,13.45,129,4,1,--,$1524^{+2479}_{-1039}$,--
5792202,K00841.04,,CANDIDATE,5331,97,2020AJ....159..280B,14.69,0.15,2021ApJS..255...17S,-8,34,1539,78,77,,,,23.01,2020AJ....160..108B,269.31,0,4,1,$1539^{+78}_{-77}$,$> 437$,Yes
11030475,K02248.03,,CANDIDATE,5167,103,2019ApJS..244...21S,14.69,0.15,2019ApJS..244...21S,12,21,1548,70,72,,,,1.08,10.26133/NEA4,0.76,512,0,1,$1548^{+70}_{-72}$,$> 387$,Yes
5730445,K02189.01,,CANDIDATE,4885,93,2020AJ....159..280B,14.49,0.14,2019ApJS..244...21S,,,1560,66,68,,,,4.44,10.26133/NEA4,33.36,128,4,0,$1560^{+66}_{-68}$,--,--
4820550,K03823.01,,CANDIDATE,5564,113,2020AJ....159..280B,14.39,0.14,2021ApJS..255...17S,27,3,1583,182,117,,,,5.57,2022AJ....163..179P,202.12,0,4,1,$1583^{+182}_{-117}$,$> 524$,Yes
8096395,K07587.01,,CANDIDATE,5461,117,2020AJ....159..280B,15.00,0.15,2021ApJS..255...17S,31,3,1621,121,94,,,,2.57,10.26133/NEA4,366.09,640,4,1,$1621^{+121}_{-94}$,$> 437$,Yes
8222627,K04098.01,,CANDIDATE,4772,102,2020AJ....159..280B,15.11,0.16,2021ApJS..255...17S,11,5,1645,64,66,,,,2.39,10.26133/NEA4,1.12,128,0,1,$1645^{+64}_{-66}$,$> 261$,Yes
8715589,K05563.01,,CANDIDATE,5325,162,2020AJ....159..280B,15.42,0.17,2021ApJS..255...17S,,,1657,96,82,,,,3.8,10.26133/NEA4,7.62,642,0,0,$1657^{+96}_{-82}$,--,--
11702948,K01465.01,,CANDIDATE,5737,106,2020AJ....159..280B,13.43,0.13,2021ApJS..255...17S,,,1660,387,223,,,,12.71,2020AJ....160..108B,9.77,0,4,0,$1660^{+387}_{-223}$,--,--
8018547,K00902.01,,CANDIDATE,4551,85,2020AJ....159..280B,15.42,0.17,2019ApJS..244...21S,14,18,1695,71,74,,,,6.5,2022AJ....163..179P,83.92,0,0,1,$1695^{+71}_{-74}$,$> 172$,Yes
4263529,K03358.01,,CANDIDATE,5369,96,2020AJ....159..280B,15.74,0.19,2018MNRAS.474.2094A,3,12,1697,89,82,,,,3.12,2022AJ....163..179P,10.1,2048,4,1,$1697^{+89}_{-82}$,$> 663$,Yes
11462341,K02124.01,,CANDIDATE,4485,59,2020AJ....159..280B,15.64,0.18,2019ApJS..244...21S,-8,38,1728,75,77,,,,1.45,10.26133/NEA4,42.34,640,4,1,$1728^{+75}_{-77}$,$> 157$,Yes
10717241,K00430.02,,CANDIDATE,4267,78,2020AJ....159..280B,15.74,0.19,2019ApJS..244...21S,23,16,1769,103,106,,,,0.91,2022AJ....163..179P,9.34,0,0,1,$1769^{+103}_{-106}$,$> 116$,Yes
4249611,K02821.01,,CANDIDATE,5587,105,2020AJ....159..280B,15.53,0.18,2021ApJS..255...17S,,,1810,220,142,,,,3.35,2020AJ....160..108B,79.25,0,0,0,$1810^{+220}_{-142}$,--,--
4242147,K01934.01,,CANDIDATE,4704,90,2020AJ....159..280B,16.53,0.23,2019ApJS..244...21S,4,7,1817,65,65,,,,2.01,2022AJ....163..179P,28.78,0,0,1,$1817^{+65}_{-65}$,$> 264$,Yes
9456281,K04207.01,,CANDIDATE,4216,72,2020AJ....159..280B,15.97,0.20,2019ApJS..244...21S,5,15,1823,110,113,,,,0.98,2022AJ....163..179P,0.7,0,0,1,$1823^{+110}_{-113}$,$> 136$,Yes
8074328,K02486.01,,CANDIDATE,6020,147,2020AJ....159..280B,nan,nan,,62,3,,,,1824,2459,1137,1.42,10.26133/NEA4,4.27,512,0,1,--,$1824^{+2459}_{-1137}$,No
6527078,K04657.01,,CANDIDATE,5229,89,2020AJ....159..280B,17.05,0.25,2021AJ....161..265D,-18,8,1854,78,76,,,,0.6,2020AJ....160..108B,7.58,2048,0,1,$1854^{+78}_{-76}$,$> 758$,Yes
11904734,K01764.01,,CANDIDATE,4824,99,2020AJ....159..280B,17.59,0.28,2019ApJS..244...21S,,,1923,65,65,,,,7.25,10.26133/NEA4,12.68,640,4,0,$1923^{+65}_{-65}$,--,--
5802637,K04398.01,,CANDIDATE,5189,105,2020AJ....159..280B,17.82,0.29,2021ApJS..255...17S,,,1951,80,76,,,,1.6,10.26133/NEA4,7.34,0,0,0,$1951^{+80}_{-76}$,--,--
7976520,K00687.01,,CANDIDATE,5040,98,2020AJ....159..280B,18.34,0.32,2018MNRAS.474.2094A,39,3,2000,72,71,,,,3.13,10.26133/NEA4,4.18,2176,0,1,$2000^{+72}_{-71}$,$> 162$,Yes
8345384,K04399.01,,CANDIDATE,5452,91,2020AJ....159..280B,17.69,0.28,2021ApJS..255...17S,1,8,2039,136,112,,,,1.23,2022AJ....163..179P,42.1,0,4,1,$2039^{+136}_{-112}$,$> 794$,Yes
5095635,K02607.01,,CANDIDATE,5637,92,2020AJ....159..280B,16.53,0.23,2021ApJS..255...17S,21,15,2075,248,180,,,,1.67,2020AJ....160..108B,0.75,0,0,1,$2075^{+248}_{-180}$,$> 506$,Yes
6679295,K02862.01,,CANDIDATE,3877,163,2020AJ....159..280B,17.59,0.28,2019ApJS..244...21S,,,2075,191,265,,,,1.64,10.26133/NEA4,24.58,416,0,0,$2075^{+191}_{-265}$,--,--
3453214,K00802.01,,CANDIDATE,5739,112,2020AJ....159..280B,15.40,0.17,2021ApJS..255...17S,,,2085,406,277,,,,14.14,2020AJ....160..108B,19.62,0,0,0,$2085^{+406}_{-277}$,--,--
5903749,K03029.01,,CANDIDATE,5300,79,2021ApJS..255...17S,18.73,0.34,2021ApJS..255...17S,,,2102,99,91,,,,2.24,10.26133/NEA4,18.98,512,4,0,$2102^{+99}_{-91}$,--,--
9712350,K02613.01,,CANDIDATE,5146,95,2020AJ....159..280B,19.25,0.36,2021ApJS..255...17S,,,2125,86,81,,,,2.45,2020AJ....160..108B,51.57,0,0,0,$2125^{+86}_{-81}$,--,--
8644911,K05553.01,,CANDIDATE,5806,139,2020AJ....159..280B,14.79,0.15,2021ApJS..255...17S,,,2143,560,382,,,,2.32,10.26133/NEA4,120.94,512,0,0,$2143^{+560}_{-382}$,--,--
6438099,K02976.01,,CANDIDATE,5406,99,2020AJ....159..280B,18.60,0.33,2021ApJS..255...17S,,,2150,138,113,,,,2.58,2020AJ....160..108B,21.61,0,0,0,$2150^{+138}_{-113}$,--,--
2975770,K01788.02,,CANDIDATE,4718,100,2020AJ....159..280B,19.52,0.38,2019ApJS..244...21S,6,9,2151,78,74,,,,2.75,2020AJ....160..108B,369.07,0,4,1,$2151^{+78}_{-74}$,$> 258$,Yes
10647452,K04366.01,,CANDIDATE,5289,101,2020AJ....159..280B,19.12,0.36,2021ApJS..255...17S,-8,23,2156,109,96,,,,1.11,2020AJ....160..108B,0.76,0,0,1,$2156^{+109}_{-96}$,$> 554$,Yes
8684730,K00319.01,,CANDIDATE,5882,118,2020AJ....159..280B,nan,nan,,58,2,,,,2158,2634,1279,10.66,2022AJ....163..179P,46.15,518,4,1,--,$2158^{+2634}_{-1279}$,No
5184709,K01670.01,,CANDIDATE,6006,118,2020AJ....159..280B,11.44,0.11,2021ApJS..255...17S,,,2165,663,605,,,,2.09,2020AJ....160..108B,10.58,0,0,0,$2165^{+663}_{-605}$,--,--
6879865,K00417.01,,CANDIDATE,5984,119,2020AJ....159..280B,11.85,0.12,2021ApJS..255...17S,,,2167,655,579,,,,24.09,2020AJ....160..108B,19.19,518,4,0,$2167^{+655}_{-579}$,--,--
5352640,K04467.01,,CANDIDATE,5202,92,2020AJ....159..280B,19.52,0.38,2021ApJS..255...17S,,,2175,95,88,,,,1.64,2020AJ....160..108B,2.94,512,0,0,$2175^{+95}_{-88}$,--,--
10928043,K01315.01,,CANDIDATE,6304,112,2020AJ....159..280B,11.49,0.11,2018MNRAS.474.2094A,57,4,,,,2183,3300,1504,1.47,2022AJ....163..179P,6.85,2049,4,1,--,$2183^{+3300}_{-1504}$,--
9936080,K04431.01,,CANDIDATE,6103,116,2020AJ....159..280B,9.90,0.10,2018MNRAS.474.2094A,17,3,2210,632,702,,,,1.42,2022AJ....163..179P,19.57,2566,0,1,$2210^{+632}_{-702}$,$> 382$,Yes
12105051,K00141.01,,CANDIDATE,5183,92,2020AJ....159..280B,19.99,0.40,2021ApJS..255...17S,6,11,2232,98,90,,,,5.11,10.26133/NEA4,2.62,896,0,1,$2232^{+98}_{-90}$,$> 529$,Yes
6862328,K00865.01,,CANDIDATE,5646,95,2020AJ....159..280B,17.49,0.27,2021ApJS..255...17S,,,2275,266,202,,,,7.56,2020AJ....160..108B,119.02,0,0,0,$2275^{+266}_{-202}$,--,--
11288772,K07435.01,,CANDIDATE,5797,97,2020AJ....159..280B,15.96,0.20,2021ApJS..255...17S,,,2377,387,318,,,,0.82,10.26133/NEA4,1.37,128,0,0,$2377^{+387}_{-318}$,--,--
9872292,K01537.01,,CANDIDATE,5997,119,2020AJ....159..280B,12.60,0.13,2018MNRAS.474.2094A,0,9,2404,603,596,,,,1.43,2022AJ....163..179P,10.19,2566,0,1,$2404^{+603}_{-596}$,$> 574$,Yes
4552729,K02691.01,,CANDIDATE,4709,87,2020AJ....159..280B,21.81,0.49,2019ApJS..244...21S,-31,26,2431,105,94,,,,3.14,2022AJ....163..179P,97.45,0,0,1,$2431^{+105}_{-94}$,$> 247$,Yes
8301878,K03301.01,,CANDIDATE,5709,119,2020AJ....159..280B,nan,nan,,53,4,,,,2442,2979,1402,2.18,2022AJ....163..179P,20.71,518,0,1,--,$2442^{+2979}_{-1402}$,No
7811397,K01477.01,,CANDIDATE,5110,91,2020AJ....159..280B,21.81,0.49,2021ApJS..255...17S,26,21,2455,113,102,,,,9.26,2020AJ....160..108B,169.5,0,0,1,$2455^{+113}_{-102}$,$> 276$,Yes
5040077,K03065.01,,CANDIDATE,5867,112,2020AJ....159..280B,15.21,0.16,2021ApJS..255...17S,30,10,2455,488,418,,,,1.1,2020AJ....160..108B,0.9,0,0,1,$2455^{+488}_{-418}$,$> 387$,Yes
8439618,K05518.01,,CANDIDATE,5865,122,2020AJ....159..280B,15.30,0.17,2021ApJS..255...17S,,,2456,518,434,,,,4.36,2020AJ....160..108B,558.22,0,0,0,$2456^{+518}_{-434}$,--,--
9904006,K02135.02,,CANDIDATE,6186,136,2020AJ....159..280B,10.11,0.10,2021ApJS..255...17S,32,4,2458,535,766,,,,1.58,2022AJ....163..179P,20.19,518,0,1,$2458^{+535}_{-766}$,$> 184$,Yes
10917681,K01963.01,,CANDIDATE,5970,120,2020AJ....159..280B,13.50,0.14,2021ApJS..255...17S,9,10,2490,573,558,,,,2.55,10.26133/NEA4,12.9,646,4,1,$2490^{+573}_{-558}$,$> 535$,Yes
9100484,K01399.01,,CANDIDATE,4770,80,2020AJ....159..280B,22.43,0.52,2019ApJS..244...21S,9,17,2496,107,98,,,,2.22,2022AJ....163..179P,8.75,0,0,1,$2496^{+107}_{-98}$,$> 244$,Yes
10597693,K02958.01,,CANDIDATE,6081,110,2020AJ....159..280B,11.43,0.11,2021ApJS..255...17S,,,2536,533,662,,,,1.89,10.26133/NEA4,31.61,128,0,0,$2536^{+533}_{-662}$,--,--
7887791,K01964.01,,CANDIDATE,5364,94,2020AJ....159..280B,21.36,0.47,2021ApJS..255...17S,-1,5,2549,152,135,,,,0.6,10.26133/NEA4,2.23,640,0,1,$2549^{+152}_{-135}$,$> 785$,Yes
7256914,K04136.01,,CANDIDATE,5758,113,2020AJ....159..280B,nan,nan,,53,4,,,,2554,3053,1491,1.41,2022AJ....163..179P,2.42,518,4,1,--,$2554^{+3053}_{-1491}$,No
7256914,K04136.02,,CANDIDATE,5758,113,2020AJ....159..280B,nan,nan,,53,4,,,,2554,3053,1491,1.51,2022AJ....163..179P,4.03,518,4,1,--,$2554^{+3053}_{-1491}$,No
10221013,K00728.01,,CANDIDATE,5652,107,2020AJ....159..280B,19.10,0.36,2021ApJS..255...17S,,,2581,291,231,,,,11.52,2020AJ....160..108B,7.19,0,4,0,$2581^{+291}_{-231}$,--,--
4349442,K01803.01,,CANDIDATE,4687,73,2020AJ....159..280B,22.89,0.54,2019ApJS..244...21S,-1,11,2589,122,111,,,,2.38,2020AJ....160..108B,4.54,0,4,1,$2589^{+122}_{-111}$,$> 261$,Yes
10384298,K03224.01,,CANDIDATE,5281,89,2020AJ....159..280B,22.11,0.51,2021ApJS..255...17S,4,7,2598,140,128,,,,0.57,2022AJ....163..179P,3.44,0,0,1,$2598^{+140}_{-128}$,$> 671$,Yes
5360920,K01675.01,,CANDIDATE,5547,104,2020AJ....159..280B,20.46,0.42,2021ApJS..255...17S,,,2625,227,186,,,,25.17,2020AJ....160..108B,14.62,0,4,0,$2625^{+227}_{-186}$,--,--
10467714,K04480.01,,CANDIDATE,5574,121,2017ApJS..229...30M,20.31,0.42,2021AJ....161..265D,2,13,2644,272,211,,,,1.75,10.26133/NEA4,58.75,2176,0,1,$2644^{+272}_{-211}$,$> 717$,Yes
9958962,K00593.04,,CANDIDATE,6004,199,2021ApJS..255...17S,15.00,0.15,2021ApJS..255...17S,,,2705,670,679,,,,2.68,10.26133/NEA4,240.19,0,4,0,$2705^{+670}_{-679}$,--,--
4274548,K01331.01,,CANDIDATE,4698,82,2020AJ....159..280B,23.70,0.59,2019ApJS..244...21S,9,25,2708,134,124,,,,1.93,2022AJ....163..179P,6.8,0,0,1,$2708^{+134}_{-124}$,$> 199$,Yes
3554031,K01194.02,,CANDIDATE,4501,80,2020AJ....159..280B,22.74,0.54,2019ApJS..244...21S,-8,35,2723,175,151,,,,1.69,2020AJ....160..108B,14.86,0,0,1,$2723^{+175}_{-151}$,$> 162$,Yes
7984574,K02400.01,,CANDIDATE,5796,110,2020AJ....159..280B,17.94,0.30,2021ApJS..255...17S,,,2745,382,333,,,,2.48,2020AJ....160..108B,11.62,0,0,0,$2745^{+382}_{-333}$,--,--
3115833,K00797.01,,CANDIDATE,5988,197,2021ApJS..255...17S,15.50,0.17,2021ApJS..255...17S,,,2761,653,658,,,,7.73,10.26133/NEA4,10.18,644,4,0,$2761^{+653}_{-658}$,--,--
5906426,K02377.01,,CANDIDATE,5261,265,2021ApJS..255...17S,23.38,0.57,2021ApJS..255...17S,,,2809,310,193,,,,1.55,10.26133/NEA4,13.9,256,4,0,$2809^{+310}_{-193}$,--,--
8260218,K01066.01,,CANDIDATE,6165,182,2020AJ....159..280B,12.97,0.13,2021ApJS..255...17S,,,2820,517,780,,,,12.69,2020AJ....160..108B,5.71,0,0,0,$2820^{+517}_{-780}$,--,--
11395587,K00350.01,,CANDIDATE,5803,97,2020AJ....159..280B,18.21,0.31,2021ApJS..255...17S,17,11,2824,339,309,,,,1.97,2022AJ....163..179P,12.99,0,0,1,$2824^{+339}_{-309}$,$> 561$,Yes
11716643,K05929.01,,CANDIDATE,5778,113,2020AJ....159..280B,18.74,0.34,2021ApJS..255...17S,-4,16,2831,369,321,,,,5.76,2020AJ....160..108B,466.0,0,4,1,$2831^{+369}_{-321}$,$> 693$,Yes
8008067,K00316.03,,CANDIDATE,5723,83,2020AJ....159..280B,19.68,0.38,2018MNRAS.474.2094A,8,4,2855,258,233,,,,1.71,2022AJ....163..179P,7.31,2048,4,1,$2855^{+258}_{-233}$,$> 794$,Yes
4935172,K02962.01,,CANDIDATE,5919,201,2020AJ....159..280B,17.24,0.26,2021ApJS..255...17S,,,2876,629,581,,,,0.93,10.26133/NEA4,2.17,900,0,0,$2876^{+629}_{-581}$,--,--
8313667,K01145.01,,CANDIDATE,6091,105,2020AJ....159..280B,12.68,0.13,2021ApJS..255...17S,56,8,2895,395,585,,,,2.35,2022AJ....163..179P,30.59,0,0,1,$2895^{+395}_{-585}$,$> 73$,Yes
4276716,K01619.01,,CANDIDATE,4810,82,2020AJ....159..280B,25.58,0.68,2019ApJS..244...21S,0,8,2965,141,137,,,,0.72,2022AJ....163..179P,20.67,0,0,1,$2965^{+141}_{-137}$,$> 334$,Yes
6436029,K02828.02,,CANDIDATE,4629,88,2020AJ....159..280B,25.03,0.65,2015ApJ...801....3M,-20,17,2973,171,154,,,,2.7,2022AJ....163..179P,505.46,2048,0,1,$2973^{+171}_{-154}$,$> 233$,Yes
8266276,K01731.01,,CANDIDATE,4748,153,2019ApJS..244...21S,25.58,0.68,2019ApJS..244...21S,7,8,3010,177,152,,,,2.36,10.26133/NEA4,2.59,512,4,1,$3010^{+177}_{-152}$,$> 261$,Yes
10336951,K02401.01,,CANDIDATE,4940,69,2020AJ....159..280B,25.94,0.70,2019ApJS..244...21S,6,10,3024,144,140,,,,2.36,2022AJ....163..179P,38.23,512,0,1,$3024^{+144}_{-140}$,$> 369$,Yes
7215678,K02354.01,,CANDIDATE,6105,137,2020AJ....159..280B,13.88,0.14,2021ApJS..255...17S,,,3038,404,630,,,,49.86,2020AJ....160..108B,1.15,0,4,0,$3038^{+404}_{-630}$,--,--
10674871,K02068.01,,CANDIDATE,5952,195,2021ApJS..255...17S,17.59,0.28,2021ApJS..255...17S,,,3039,576,593,,,,32.16,10.26133/NEA4,41.89,0,4,0,$3039^{+576}_{-593}$,--,--
6300348,K00212.01,,CANDIDATE,6106,233,2021ApJS..255...17S,16.05,0.20,2021ApJS..255...17S,,,3052,560,741,,,,6.61,10.26133/NEA4,5.7,0,0,0,$3052^{+560}_{-741}$,--,--
10394802,K05790.01,,CANDIDATE,4797,80,2020AJ....159..280B,26.12,0.71,2019ApJS..244...21S,-46,25,3055,147,143,,,,3.97,2020AJ....160..108B,178.27,272,4,1,$3055^{+147}_{-143}$,$> 292$,Yes
2970670,K06299.01,,CANDIDATE,5633,96,2020AJ....159..280B,22.11,0.51,2021ApJS..255...17S,-17,19,3059,238,216,,,,0.73,2022AJ....163..179P,0.95,0,0,1,$3059^{+238}_{-216}$,$> 776$,Yes
6523351,K03117.01,,CANDIDATE,5437,94,2020AJ....159..280B,24.17,0.61,2021ApJS..255...17S,6,4,3104,189,177,,,,0.87,10.26133/NEA4,6.07,128,4,1,$3104^{+189}_{-177}$,$> 767$,Yes
9086154,K04060.01,,CANDIDATE,5935,118,2020AJ....159..280B,17.42,0.27,2021ApJS..255...17S,23,7,3110,407,434,,,,2.36,10.26133/NEA4,225.26,646,0,1,$3110^{+407}_{-434}$,$> 458$,Yes
3236705,K03343.01,,CANDIDATE,5686,93,2020AJ....159..280B,21.81,0.49,2021ApJS..255...17S,,,3119,248,229,,,,2.0,2020AJ....160..108B,83.27,0,0,0,$3119^{+248}_{-229}$,--,--
9119458,K00525.01,,CANDIDATE,5779,101,2020AJ....159..280B,20.46,0.42,2021ApJS..255...17S,,,3125,302,283,,,,3.2,2020AJ....160..108B,11.53,0,0,0,$3125^{+302}_{-283}$,--,--
8176564,K02720.01,,CANDIDATE,5990,112,2020AJ....159..280B,16.36,0.22,2021ApJS..255...17S,29,1,3144,387,455,,,,1.25,2022AJ....163..179P,6.57,518,0,1,$3144^{+387}_{-455}$,$> 358$,Yes
7630229,K00683.01,,CANDIDATE,6002,101,2020AJ....159..280B,16.10,0.21,2021ApJS..255...17S,13,5,3170,353,423,,,,5.2,2022AJ....163..179P,278.12,0,4,1,$3170^{+353}_{-423}$,$> 524$,Yes
9703198,K00469.01,,CANDIDATE,5851,109,2020AJ....159..280B,19.55,0.38,2021ApJS..255...17S,,,3182,345,339,,,,6.53,2020AJ....160..108B,10.33,0,4,0,$3182^{+345}_{-339}$,--,--
4912650,K05098.01,,CANDIDATE,5180,103,2019ApJS..244...21S,26.12,0.71,2019ApJS..244...21S,-8,11,3188,178,167,,,,1.57,10.26133/NEA4,100.35,512,0,1,$3188^{+178}_{-167}$,$> 628$,Yes
11036168,K05855.01,,CANDIDATE,5719,98,2020AJ....159..280B,21.81,0.49,2021ApJS..255...17S,-24,17,3193,264,247,,,,4.71,2020AJ....160..108B,217.79,0,4,1,$3193^{+264}_{-247}$,$> 831$,Yes
8804455,K02159.01,,CANDIDATE,5849,91,2020AJ....159..280B,19.66,0.38,2021ApJS..255...17S,17,8,3205,292,293,,,,1.12,2022AJ....163..179P,7.6,0,0,1,$3205^{+292}_{-293}$,$> 579$,Yes
10287242,K00735.01,,CANDIDATE,4913,84,2020AJ....159..280B,27.23,0.76,2021ApJS..255...17S,,,3236,159,153,,,,30.01,2020AJ....160..108B,22.34,518,4,0,$3236^{+159}_{-153}$,--,--
10155029,K03208.01,,CANDIDATE,5849,117,2021ApJS..255...17S,20.06,0.40,2021ApJS..255...17S,32,3,3247,354,347,,,,0.56,10.26133/NEA4,2.13,0,0,1,$3247^{+354}_{-347}$,$> 399$,Yes
11570749,K01856.01,,CANDIDATE,5232,94,2020AJ....159..280B,26.30,0.71,2021ApJS..255...17S,-2,15,3263,182,173,,,,2.25,2022AJ....163..179P,46.3,0,0,1,$3263^{+182}_{-173}$,$> 586$,Yes
7692093,K03337.01,,CANDIDATE,5291,98,2020AJ....159..280B,26.08,0.70,2021ApJS..255...17S,,,3280,189,179,,,,1.46,2020AJ....160..108B,11.17,0,0,0,$3280^{+189}_{-179}$,--,--
